text,happy,
 of course i really hope that this would be his real twitter page! that would be soo cool,1,
 Haha! Sometimes mobiles makes us slaves ... but it has its own advantages too!,0,
Just wrote lyrics to my new song exciting!I slept on a full stomach again it`s the worst feeling waking up and still feeling full  euggh,0,
"Just found out my kitty isn`t pregnant  its a good thing though, we are going to adopt one instead",1,
At Twin Peaks. High  Yay!,1,
watching short stack tv,0,
 That`s gorgeous. I`ll check out your new pics!,1,
"For some dumb reason my dresser is sticky on top. And for another reason, a family history book got attached to it  Now the back is jacked",0,
Now to go home and cry,0,
Can`t believe this ****! I`ve spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!,0,
Missy higgins kate voegele grace potter and the nocturnals,0,
 you are just wrong!!! Now you`ve come to brag with a full belly??? Smh ...,0,
 What is everyone saying about the supposed **** pics of Matt Striker? Hope he doesn``t get in trouble,1,
 i like,1,
_nation just launched twittix v1.10 - not convinced,0,
I want to play parachute games.,0,
 Thats awesome!!  Good idea!!,1,
 no im not  cries LOL,0,
A long day with the family.   I`m so tired now.  Had fun!,0,
Bumping Air Supply`s Greastest Hits,1,
"Well, my aunts dog died. I understand how devastated she is. I`ll probably head over there soon for support",0,
I hate it when Trevor drives,0,
So physical therapy,0,
 yeah... WE STILL NEEDA HANG OUT! Lol. I`s glad you had a super time at the show,1,
#FollowFriday In honor of my web buddies who moved.     ,0,
 That comment was just to ..well you know...to not reply to it.,0,
 i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao,0,
Funtime was not a lot of fun!! But finally done with it,1,
"New Star Trek movie = Awesomeness. Unnecessary brief underwear scene (pun intended) but besides that, just awesomeness.  #startrek",1,
 Lol read me like a book,0,
_76 haha.  weird?!?  no sunshine for us,0,
" lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha",0,
Computer remains dead,0,
 are you feeling better? sorry you`re feeling under!,0,
there`s not many things better than sleeping with my windows open,1,
Happy Star Wars Day. May the 4th be with you!  Nice that we get a holiday to celebrate  #fb,1,
" aww homesick  i feel you! im homesick for my 2nd home, campp",0,
"excited about CWPM tomorrow.. only one member is going but still , its a good start",1,
 I`ve had to do laundry for the last two days,0,
My work buddy left early today so now im all lonely.  keep lookin at the time and its barely only a min later than last time,0,
 i think you`d look cute in the beanie hat,1,
I love the sunshine and the happiness it brings,1,
sheboygan / teekay / other kids / fight / angus / ryan / mall / mcdonalds / high / party / beer pong / drink / drive home. fun night,1,
no one wants a #VirtualKiss,0,
"Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place",0,
Trully a awful day! ****!,0,
" ik, i feel sooo bad for them",0,
 actually was planning on working @ w12th but alas meetings kaiboshed that plan,0,
" Lunch, yes. A date, nope.",0,
 OMG! I KNOW!  I give myself a stroke everytime I go getting mad at them. (Quietly with the windows rolled up.    ),0,
 so how are you doing this morning ?,0,
"   that was flippin` sweet, dudes. thanks for sharing",1,
 gosh! i hate it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i`ll never had a chance,0,
have to return my sideways. **** meds and bills.,0,
" : http://tinyurl.com/c6tvz5 Germany loves you, haha.",1,
Heading into Glasgow for a rehearsal for my upcoming show,0,
 true but if I don`t put a case on it I`ll break it in a week.  don`t worry ill find a way to make it work.,0,
  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !,0,
 the idiom?? doesn`t ring a bell eh? hahaha. y`are really thinking of food?! nope. actually in the bathroom. teehee,0,
I am so hungry! And there is no food for me to steal,0,
Leaving NOLA today  Counting down the seconds `til I start crying. Love this place so much.,1,
stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way xD,0,
 those aren`t even the old dolls...they are the new ones that look like sailor moon!,0,
 haha what`s up Matt ?,1,
 Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people`s souls after accidents,0,
I`m bored at work,0,
Just saw my boo he went back to work now time to do my hair but it`s going to rain WTF,0,
" ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok? ****",0,
Its chilly n lonley n this livingroom,1,
i seriously need to live somewhere fabulously queer. i miss being around **** people,0,
I got a Coach purse,0,
"#PhpEd 5.6 running successfuly via #wine , now to get EMS running",0,
i looked all cute too!,1,
loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar,1,
"just arrived at , on about 150 fellows i can`t see a girl!",0,
 but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,1,
Wearing glasses gives me a headache.,0,
 I could but won`t get here in time before my Vegas trip  So I`ll still look like a noob there~,0,
" is my son - he gets my vote today coz he has grown into a loving, caring `soul-full` man - who loves his mum",1,
 follow me please!,0,
" so sorry to hear that.  I lost two hard drives this year, I know the feeling",0,
 not impressed....! it might go away if you complain too much!  x,0,
Why don`t any of my friends ever miss me  why do 40 year old pervs like me  why can`t I be a shape shifter ((((((((((((((((((,0,
More pictures! It was such a pretty day  http://tr.im/kWOD #fb,1,
 Yea...looks like it is...sorry abt nt gettin in touch..was hectic,0,
 OMG THAT`S AWESOME. this is the first time ever i`m not seeing it the day it comes out. Demi is taking over my day. haha,1,
  u don`t know harajuku lovers?,0,
i have runny nose... i can`t breathe.. terrible feeling...,0,
Morning world! back to the office after longgggggggg weekend,0,
time to mow the lawn.,0,
"Aight, pau au`au... Heading to the Blaisdell Arena for the Ladies of the 80`s concert!!! CheeHee... Awwrrite!!!",0,
What a fun night,1,
 4X4s are the shizz,0,
Shoutout to Reyah my fellow Philly homegirl we`re both making the best of hard situations  (PUSH) pray until something happens.. much love,0,
"just at home, not much going on, had a long day",0,
 video is not available to us foreigners,0,
I absolutely love mike watts from sexy heroes,1,
At the airport waiting,0,
"I know people say that power naps are good for you all the time, but I kinda always miss the alarm",0,
http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...,1,
 i want one so bad  get one for me ?? (:,1,
Stupid shopping bags left a red mark on my arm,0,
Im really excited! cant wait,1,
I want some pineapple! I miss my baby,1,
Woke up at 8:30am....now 10:30am and no clue what to do....?,0,
hello!  ! following on recommendatiion of  !,0,
" will terminator be on next week`s TRS by chance? and i dont mean tuesday`s release, but the next",0,
on that note - i do not feel missed.,1,
"Ha **** im ready.  but **** that ****, i cant believe she had the balls to call me. Haha Wtf!",0,
" Gain an instant follower, just use the #**** tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.",0,
 Thank you for the follow friday love,1,
Happy mother`s day to all moms out there!  i just played tong-its a while ago.,1,
Someone keyed my car.,0,
drinking cordial  yes im bored,0,
wtf at facebook spam saying that my DAD is my secret admirer,0,
i need to speak with ! but i left my phone at home,0,
 Thanks! I`m going to the Laker game tonight. Sec 108. I LOVE LA!,1,
i want to see my bud mel  miss hur loads,0,
 It didn`t rain.  Lightly misted though.,0,
"oh god they`re breaking down so much plaster what are they doing in there  i like walls, thanks!",1,
At minibar... listening to politics  maybe some tech starups soon?,0,
resting had a whole day of walking,0,
roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,0,
Goddamnit! If we live in an age of constant communication why can`t anyone return a text,0,
 such a great idea!,1,
sourish limbs is preventing me from gg out on a friday. not happy. i haven`t been on at 12am for a v long time...even more so on a fri,0,
" congrats to the A`s!! ugh, we still have til the end of june",1,
@ work do not feel like bein in dis **** today,0,
 I don`t know what to say except *hugs*,0,
 let me know how it goes I`m praying. Ummmph. I still can`t believe it.,1,
 yay! we will have to get together soon and do something,1,
Good Morning Tweeties,1,
"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",0,
" Sweetie, if you refuse to offend, who will?  We expect it -- nay, we count on it.",0,
" Hey Kelvin, my day`s been fantastic so far! We`re getting ready for a family Mother`s day function shortly",1,
"Hurray! 'Summer-time' starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!",1,
 thanks man. I really appreciate the kind words,1,
Packing  I don`t like it..,0,
Trying to sell my GM stock,0,
Is there a way to block followers?  I have no idea who you are. .  Sorry..,0,
" Yeah man, been a while since I heard you spittin`.",0,
"Monday is here, One more day",0,
 gl and say hi for me!,0,
 http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!,1,
"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",0,
"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",0,
: I will press that ignore button,0,
Just got back from the doctor... I don`t need surgery yayyy!!!!!! But my knees are still ****  not gonna get better,0,
fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,0,
Mourning Venus` Third Round Loss....,0,
 No code I think  coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,0,
 happy mother`s day! you are beautiful.,1,
leaving now  dont miss me too much tweetbeaks <3,0,
actually I could do with going to weight watchers,0,
Let me google that for you http://lmgtfy.com/,0,
" aww lovely! Hope you had a great mother`s day, our little mother hen  did you get in contact with sharn?",1,
waiting to go to the movies later for my 6th month. booored.,0,
Sorry was that mean,0,
is feeling good.. kinda tired.. miss him... can`t wait for grad this weekend!!,1,
I`ve already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,0,
_erincharde yea as an afterthought,0,
Thanks Synn!,1,
besides feeling sick...some things have made me feel particularly happy,0,
 hey u know the sub on digg I said I needed help on soon? well it`s up now n wud love it if u could digg it pls  Kaushik,0,
 well kris is making me a sick panda,0,
"Oh, tonight is a good night",1,
 I found a link on WWE.com  http://www.wwe.com/inside/industrynews/kennedyreleased stinks!,0,
ughhhhhhhh i don`t feel good,0,
 I might give it another go.,1,
 Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,1,
 i work til 10:15...,0,
my head is hurting,0,
" hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****",1,
"My Twitter was born on 12 Feb 09. Today, at this point of time, 4 May 09, 3:56pm (GMT+8), I have 805 tweets (including this one).",0,
done with facebook. off to jamlegend,0,
 and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,0,
"So much happier, despite my looming departure",1,
"wow, EMC`s new site is - different",0,
Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying `game design`. Even better.,1,
super hungry... Dominos or martabak... both tempting and fattening,0,
going to have bfast now,0,
" No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of....",0,
need to get a hand,0,
Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I`m sad that I`m done w/ Twilight Saga,0,
Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,0,
morning  football today! thinking of learning some Applescript,0,
 you`re very welcome! I love reviewing free apps as much as downloading/using them!,1,
last night`s paper writing session=still not done. I need to prioritize better.,0,
" always come up when we have the money least, it`s the rotten law of averages",0,
 don`t make me smite you! and yeah  yeah it really does. No cuties for me,0,
"me & kelly share the same last name, wouldnt that be sweet if we were related  ",1,
Watching The Seeker,0,
JUST GOT TO LA  MISS HAWAII ALREADY! DANG,0,
 You`re a real ****. I`m gonna slap you in public.,0,
I can`t feel the weekend fever anymore when everyday is  a day off,0,
At the hospital today then shopping with mom  Love you so much.,1,
 i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend! x,0,
nothings better then going out for chinese at the supperinn with ma fave cousins at 1am,1,
Goodmorning yall! I woke up to early,1,
All the money in the world could never make me as happy as being a stay-at-home mom with my son,1,
 no deal I want it as well as my netbook and iPhone please,0,
last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,0,
i had navy blue under my black nailpolish for a while and i think it stained my nails a little..,0,
goodnight world.... goodnight eddplant.,0,
could be getting sacked soon not good,0,
Finally got all 7 overdue books out of the little room and into my now overstuffed back pack!,0,
Happy moms day,1,
 'VISION OF LOVE' Play now 'i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo' Mariah this ur part,1,
 It`s been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,0,
 (Raises hand) Oh! Oh! Me too! #caffeine,0,
 playing with image,0,
Finally gonna try and fall asleep goodnight.. More like morn... I sleeP,1,
**** back home in tallcree (rez)  now i cant see my boyfriend,0,
"Heeey, we won ice hockey....we are winners!!",1,
today was busy.. geez. getting ready then graduation,0,
 that`s how it is supposed to be and sometimes we get too busy to recognize that but always family after God,0,
 i heard it is not illegal unless you are caught,0,
"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",0,
Getting ready for work.,0,
 if you were down the road from me you can bet i would be right there  #MMOT,0,
still no date for bon iver next week,0,
Speaking to my new tweeples.... getting acquainted with them... If you`ve never spoke to me.. Do so now,0,
"#BSNL, Stupid net went down.. Been without email for a whole day",0,
Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN,1,
"Yaaaaaaay, bday!",1,
**** i hate when the strawberries run out in my special K,0,
"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",1,
never answer me back,0,
" AWWWE! I live in Van, would`ve been so great to see you  but have a great flight!",1,
 xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,1,
my tv is so boring,0,
 You can save it for next time!!   ? http://blip.fm/~5z2sv,0,
"aww i can`t believe that wee girl on bgt was crying, it was so sad",0,
" had not heard the title or author before, must look it up  Enjoy",1,
Tweet Later! Byee,0,
wants the tickets for the concert,0,
Reading through today`s paper along with some watered down coffee compliments of my `rents...,0,
"Hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]",0,
" Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",0,
I wish I was going to see      today!! I`m sad I dont,0,
Awwwwwww holly,0,
A very special HAPPY MOTHER`S DAY to all Mommies!,1,
So I just failed my second year of med school. I don`t know what to do or say.,0,
just watching hollyoaks omg,0,
"    Shiv, his place, slowly I hope",1,
I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,1,
 another david hughes on your list? I`m hurt   ftw!,0,
" sleep? I need to go to my mums but by the time I get there, Clara will be in bed",0,
 Izzy!!! So sorry to hear that - what a disaster,0,
says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,0,
The computers and the Ethernet at school are so slow!,0,
"ah! A clean house...finally, so nice",1,
it was t4 i think hannah  ****,0,
"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, & comms all done",0,
Happy Mother`s Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you`re a Jehovah`s Witness,1,
Thinking about opening MacMaze sources as I don`t have time to work on it anymore,0,
 get  the twilightguy on your show,0,
 I dont have one here - dunno if my mom ever had one or not -,0,
Lula is not feeling well.  http://tinyurl.com/m8kcsq,0,
"morning world, is raining 2day so revision don`t seem so tough,",1,
not feelin 2day,0,
 omg! I saw ur update nd it said 'David Archuleta'!!!! lol. They shoulda had more David on it! <33 David`s awsome!!  t4p!,1,
" How BOut What Your Doing Now, or what you gonna do today  lol",0,
I went to the World Education fair today. It was a whole different kind of circus.,0,
" A mocha at 12:30am? My, youï¿½re brave",1,
 Good to hear  I have a feeling though the `behind the scenes` and/or being there is better than what is shown on TV!,1,
_ Sounds like you got a fan in Danstorce.,1,
 A group of people naked  woooh,0,
"  yahyan:  iaaaaaaaaaaaaan, i was just joking",1,
LOVE  LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,1,
I woke up and my hiccups came back!,0,
 she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,0,
having a great time in kc  http://twitpic.com/4w3fi,1,
Got really sick today  text me later. Nap time,0,
i have perused the #fieldnotes website and it is good.  too bad i must return to work,0,
 did you find them? Tell us how they turn out won`t you! We`re making blueberry pancakes this morning,0,
I forgot to charge my cell last night and now it`s dead,0,
WELL one is a muscle relaxant and the other is an narcotic If your still not getting help i dunno what to say  moist heat?!,0,
" Love that she couldn`t just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.",1,
 I know  It **** sucks. anyway you can get a fake id or something?,0,
"Having indian food in the middle of Wales, very very typical, huh?",0,
 shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,0,
 Have a nice Sunday  ****,1,
 no...i`m just tired..,0,
is watching 1000 places to see before you die,0,
 woohoo! congrats to your friend and the boyfriend.,1,
Ugh talk to me someone  I`m really bored.,0,
I heard an icecream truck and took of like a shot but I couldn`t catch it.,0,
Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,0,
He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq,1,
 Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy,0,
Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,1,
"ugh, i dont feel like going to work today",0,
 Hey  Why thankyou. How`s u? x,0,
jb are so cute!  lmfao -giggles-,1,
 happy birthday justin! have a lof of fun!!! God bless,1,
"**** on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over.",1,
converting the Armin Only - Imagine concert for my iPhone... fun fun,1,
_wx it looks like it did in Ohio after a tornado hit.,0,
 oh how the ladies will suffer now  LOL,0,
'Never give up on something you can`t go a day without thinking about.' I like that quote.,1,
 Yes I think it`s safe to say she is at the same popularity level today as always.,1,
" Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.",0,
Happy mothers dayyy all mothers especially mine,1,
Iï¿½m really desappointed...,0,
i loooooove bank holidays,1,
 pic as promised  http://twitpic.com/4wqy4,0,
 - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won`t be at Cliquot Club though; they closed,0,
Watching videos on youtube with the bf.  Thinking about going to bed soon.,0,
 if i had a car,0,
dont put behind the wheel lmfao today was fun,1,
   G`night!,0,
Out for an evening on the town with jeremy. Sad Carrie can`t come,0,
  why canceled your performance on Letterman? i`m So sad because it is less an option for you.,0,
"Im regretting the alcohol I consumed last night, MY HEAD",0,
just got a wii,0,
left the inn  now im at school. dang its straight up dead here!! [<3Hannah],0,
seen mi abueltia at the hospital... she`s doing good!,1,
  aww-that`s my last one. Roo-Oop,0,
trying to finish my ****-ignment.please god help me to finish it,0,
 No plans tonight? .............,0,
"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz",1,
"At the doctor`s office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me.",0,
"_carter Gotta make the video public, dear. LOL ...can`t see it.",0,
 ur there when I`m not  lol,0,
i hate the biatches of this world,0,
http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old,0,
looks like yet another beautiful day in London,1,
Drew`s new songs make me cry.  I miss Thomas already!,0,
****... It`s 2am and I`m wide awake,0,
 just pre-ordered your new album `Off The Deep End`. Been listening to `Permanent Heart` on repeat since.,0,
 - i sure hope so  it was worth it for me too  loveu.,1,
"Instead of telling God how big my problems are, I like telling my problems how big God is!  http://bit.ly/5ofzj",0,
I want to party down!,0,
" Hahahaha! I didn`t know it said that, sheeeeittt! I don`t get why I can`t have a picture... bwaaaahhh",0,
"....ok, sOooooooooo I DID that!! i`ve got u in the palm of my hand",0,
 beer from japan.  google it,0,
"Calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomorrow",0,
 nope  don`t think I will. Thnx for asking lol I will be fine,1,
 thanku  cooking is simple but the law is- u hve to have fun while u make it,1,
Another night of not sleeping,0,
Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?,0,
"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day",1,
 AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,0,
"ohi i would marry Travis Pastrana in a second... hes not that attractive, hes just the sweetest thing  and what he does is attractive ;)ha",0,
Wish I was in Chicago.,1,
 Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,0,
"Heading of to the theatre! Having a show tonight, I`m so exited!",1,
Good morning World! Happy Star Wars Day! May the 4th be with you!,1,
" Good plan, Peg --plus I like the sound of 'Money Monday'",1,
 I also believe in some things are meant to happen.,0,
just got home  but about to leave again,0,
 Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,0,
iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don`t want to emerge from my covers.,0,
 hahaha that made me laugh,1,
" there are three broody ones atm, I have a china eggs under them to keep them happy ish",1,
my music http://www.myspace.com/janedurkin,0,
http://twitpic.com/4qfl3 - haha^^ I love it,1,
" forgot to answer your kindle question yesterday. honestly, haven`t used it much. have two paperback books i want 2 read first.",0,
 I`ll try..blah! Thanks  what are u up to today?,0,
is watching D.O.A,0,
(sigh) guess we`re not gonna meet up today.,0,
"Baq to sleep i go  no the headach starts , if its not 1 its da other",0,
"  #wci hashtag simply isn`t dying out anytime soon, is it.",0,
I dont want to be ugly anymore,0,
 think you should catch up on your sleep befor you go back to uni haha  goodnight<3,1,
Im glad i can make sumone smile,1,
"Today isn`t going the way I planned.  Early lunchbreak & I may not be back til Mon. Weekend gonna be fun with friends, tho.",1,
"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",1,
I need a bigger mp3 player... even if it pains me to say it,0,
SNL after party,0,
 not sure i can make it,0,
 I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,0,
? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg,0,
ooo how i love a bank holiday  x,1,
**** night. want john  where is he?,0,
This is dedicated to all those moms out there - Happy Mother`s Day  ? http://blip.fm/~5z2g9,1,
Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is **** Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,0,
"the play`s over, it was really good",1,
OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,0,
 at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,1,
"[H]ouse starts on Sunday and I`m sad as I can`t afford Sky,",0,
is thinking WOW I survived Freshman year...Mission Accomplished...Now Sophomore year,1,
If my phone dies I will die too!,0,
will miss jay leno ..,0,
 I think I`ve heard of that song. I`ll listen to it tomorrow.,0,
"We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind",0,
happy mothers day to all..im gonna help mine right now.she deserves it..you guys should too..,1,
I`ve got to catch the bus to work,0,
have to put my dog down tomorrow.,0,
Today was not an inspirational photography day  #photography -  http://twurl.nl/jnizbw,0,
" YES!! I made the sign when i noticed it missing on Sunday! So far, no luck... It`s now Unlucky Japanese Cat...",0,
 I know!!  effing embarrassing! Eff our lives,0,
Bar exam madness:  topic for today is torts,0,
"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can`t Reply To Tweets",0,
 more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.,0,
"#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again.",0,
"At work again, when the weather is beautifullll",0,
good morninï¿½everybody  happy mothers-day to every mom,1,
"My mom has annoyed the living **** outta me, so now we`re on AOL Radio, looking for Brooks & Dunn.",0,
"Flat is sparkling clean, now that`s team work  on way to pick up food for 6!",1,
This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj,0,
 resistance was futile! Needed pretties to knit with,0,
"i need to see ...now! someone buy me a plane ticket, please?",0,
    You guys can make it through!,0,
" awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom`s day present ever!",1,
"just got home from Tillie`s dance recital. lol, it was spectacular!",1,
 tut tut. Isn`t charging just fun. Thr new palm pre charging platform looks nifty tho.,1,
Going to work.  Could use some happy pills,1,
Jacqueline Wilson day on CBBC,0,
 Iï¿½m good! You coming on just as Iï¿½m off to drive home...,0,
 I know!! our cats could be family  mikesh is so cute!!,1,
don`t you hate it when you finish all your work and there`s still 1.25 hours left of work time,0,
" Ouch! Sunburn`s bad! Hope it`s not to sore on your bedding, that`s always the problem.",0,
sad day... told my students this is my last year here... a lot of crying since..,0,
"m still watchin Boston Legal tho it cracks me up 2, scrubs earlier was good  i guess i just like a laugh!!!",1,
My logic to getting a short prom dress? Last year it was so freaking hot I was dying... Look at the weather...  hahah just my luck,0,
jen! we havent talked in like 3 days!,0,
 you givein lady ga ga arun for her money in that get up hee hee love it,1,
 that plain sux. kinda like cheers goin off the air.,0,
"Today is just not my day. I can`t seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",0,
"i need sweets, drank my cyderrrrrrrrr",0,
"Out if class!! Yow party + four hour lecture don`t mix attal!! I had to drink 3 red bulls & I`m still sleepy .,,,,smh! Alrite bedtime",0,
 yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last night,1,
pmg im very upset no just relasie hugh laurie isnt on  **** ohh,0,
"  it does but the screen is dark - so when i click it, i hang up on whoever im talking to",0,
I want it NOW..  finally found what I wanted ..,1,
Has finally taken a shower after much distraction from twitter and the bubble wrap off to read  and drink a smoothie,0,
" Heehee, how did you know who I was talking about?",0,
_Zol I would like to make a comment about the password but I can`t on this medium,0,
editing something in photoshoot  NILEY,0,
Yogulicious? another sour sally competitor,0,
 yeah I was like oh oh oh yeah that`s it but then she said no  lol bummer,0,
" they did,",0,
 Good luck with the footage - none of the stations are breaking in live with it,1,
 i know!! No money for pedicures!!,0,
_Star95 oh so you know how I feel then  **** representative for bank of america tried to make it sound like I did it. What a b ...,0,
 really?  wooooo! I wish i could go to indonesia! Lol. Hopefully next summer.,1,
 well just remember that tmrw is another day and hopefully won`t be as craptastic. sorry girrrrl,0,
"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",0,
assumes it wasnt so taboo to start an email with 'LOL' considering that the reply it got started with 'ROFL. PWN3D.' I love the internet!,1,
 It means 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired  so translated,0,
  i got too do course work   i hate it it is hard this one,0,
working today.  Can`t find my key so I had to borrow Miranda`s.,0,
With My Boy Still  He`s everything to me,0,
 ..people you love.... wait i am not there,1,
 Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!,1,
" lol, Thanks for the morning Chuckle   Not sure if you follow me? Please check..",1,
Happy Mother`s Day Mommies,1,
Went to see 'UP'. It was a really good movie that pulls at the heart strings  i highly recommend it,1,
 awww  omg garbo fake playing during one of the songs!!! haha,0,
 Perfect! Thank you.  <3<3,1,
BYEEEEE!!!,0,
" dear michael sorce, you crack me up! sincerely, me",0,
 i hope you feel better,1,
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,0,
"  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger",0,
Getting ready for an early night tweeps!   Have a great one every 1,1,
" I could act in most Buffy eps  I have seen them so many times, but s1 was shaky (apart from eps 1,2,6,7 & 12)",0,
 great show today,1,
wants to go to walmart. but won`t go alone,0,
'Ooh-ooh... it`s SHINY'. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up,1,
back home early for once  - wow this thing is getting addictive..................**** u phil XD,1,
****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,0,
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,0,
" aha, so that`s you.  I`ve been meaning to take a look. Looks cool. If you could just get a pool in there",1,
 Hi Selena i made this team to support you in Greece and Cyprus,1,
 i`m with you in this.  i`ve always have prob prioritizing myself ahead of him.,0,
"_**** :O really  well if u want, we can go 2gether next yr?",0,
" Maybe you have, my memory sucks.",0,
Grey`s `Sweet Surrender`  http://tinyurl.com/d5mjyj,0,
